정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
약암호텔,80071,544,141,542,141,2,22
약암호텔,80072,44,459,44,459,0,16
얀센백신,38519,180,0,180,0,0,6
얀센백신,38520,1,457,1,457,0,15
양갑리마을회관,90283,2,53,2,53,0,1
양갑리마을회관,90307,44,0,44,0,0,1
양갑리입구,90282,0,3,0,3,0,0
양갑리입구,90308,12,2,12,2,0,0
양곡도매시장,31037,1493,303,1493,303,0,59
양곡버스정류장,80115,146,601,146,601,0,24
양곡사거리.양촌터미널,80116,435,187,433,187,2,20
양골,43987,14,0,14,0,0,0
양골,43989,0,38,0,38,0,1
양구(오상1리),43262,1,50,1,50,0,1
양구(오상1리),43563,76,7,75,7,1,2
양달마을,43910,36,51,36,51,0,2
양달마을,43911,6,1,6,1,0,0
양도,43074,1,34,1,34,0,1
양도,43075,43,28,42,28,1,2
양도면사무소(나무),43912,388,321,387,321,1,23
양도면사무소(쉘터),43913,635,451,627,451,8,36
양도사거리.대림아파트.신안아파트,80076,805,40,805,40,0,28
양도사거리.삼용아파트,80077,117,720,117,720,0,27
양도초등학교,43329,221,172,216,172,5,13
양도초등학교,43568,215,212,213,212,2,14
양로원,40111,613,2504,613,2504,0,103
양로원,40113,2032,541,2032,541,0,85
양사면사무소,43501,15,32,15,32,0,1
양사면사무소,43658,45,71,44,71,1,3
양사우체국,43465,37,17,36,17,1,1
양사우체국,43736,28,67,28,67,0,3
양사초등학교,43466,66,22,66,22,0,2
양사초등학교,43734,31,53,27,53,4,2
양사파출소,43722,7,12,7,12,0,0
양수장,43592,137,0,137,0,0,4
양수장,43781,0,154,0,154,0,5
양오1리마을회관,43454,14,62,14,62,0,2
양오1리마을회관,43666,53,1,52,1,1,1
양오2리경로당,43453,5,77,5,77,0,2
양오2리경로당,43625,122,4,121,4,1,4
양오2리앞,90049,0,7,0,7,0,0
양오리저수지마을,90102,1,15,1,15,0,0
양오리저수지마을,90103,109,0,106,0,3,3
양오저수지입구,90100,0,6,0,6,0,0
양오저수지입구,90101,5,0,5,0,0,0
양왕마을,43927,6,6,4,6,2,0
양왕마을,43928,3,34,3,34,0,1
양재역,31073,14713,4105,14713,4105,0,627
양재역.서초문화예술회관,31008,2439,4268,2439,4268,0,223
양재역.서초문화예술회관,31010,3028,2044,3028,2044,0,169
양재역말죽거리.강남베드로병원,23318,299,112,299,112,0,13
양지공원,38133,7909,5162,7909,5162,0,435
양지촌,43163,11,9,10,9,1,0
양지촌,43342,25,19,25,19,0,1
양진말입구,90056,2,0,2,0,0,0
양진말입구,90057,0,51,0,51,0,1
양촌중학교,41629,574,890,574,890,0,48
양촌중학교,41630,306,460,306,460,0,25
양평해장국,44145,31,21,29,21,2,1
양평해장국,44178,10,16,10,16,0,0
어두,43206,2,19,2,19,0,0
어두,43280,1,0,1,0,0,0
어두마을,43155,117,6,115,6,2,4
어두마을,43322,8,74,8,74,0,2
어류정입구,90175,28,31,28,31,0,1
어류정입구,90176,11,34,11,34,0,1
어류정입구,90312,4,1,4,1,0,0
어류정항,90323,6,2,4,2,2,0
어류정항,90400,10,3,10,3,0,0
어린이집앞,43402,168,0,164,0,4,5
어린이집앞,43585,17,182,17,182,0,6
에덴하우스,42788,620,1552,620,1552,0,72
에몬스가구,39023,2989,4321,2983,4321,6,243
에몬스가구,39024,5032,2244,5032,2244,0,242
에스틸,89232,341,287,341,287,0,20
에이에프티,39110,1185,2754,1185,2754,0,131
에코메트로10단지,39728,431,183,431,183,0,20
에코메트로10단지,39736,94,394,94,394,0,16
에코메트로11단지,39652,2660,4319,2660,4319,0,232
에코메트로11단지후문,39701,739,1729,739,1729,0,82
에코메트로12단지,39651,3726,2449,3726,2449,0,205
에코메트로12단지,39653,37,711,37,711,0,24
에코메트로12단지정문,39650,107,129,107,129,0,7
에코메트로5단지,92076,40,96,40,96,0,4
에코메트로5단지·논현센트럴뷰,39779,715,1207,715,1207,0,64
에코메트로6단지,39716,3246,244,3223,244,23,116
에코메트로6단지,39758,136,911,136,911,0,34
에코메트로7단지,39714,9736,4751,9729,4751,7,482
에코메트로7단지,39715,5411,7064,5411,7064,0,415
에코메트로9단지,39750,6800,1145,6800,1145,0,264
에코메트로9단지,39752,2091,4386,2091,4386,0,215
에코메트로더타워,39711,102,667,98,667,4,25
에코크레이션,89449,215,0,215,0,0,7
에코크레이션,89450,0,56,0,56,0,1
엑스포빌리지10단지,38460,2941,1433,2934,1433,7,145
엑스포빌리지9단지,38482,2990,6740,2988,6740,2,324
엑슬루타워,37187,3374,8912,3372,8912,2,409
엑슬루타워,42836,3128,11715,3128,11715,0,494
엘리지안타운,42394,1421,1673,1418,1673,3,103
엘아이지식산업센터,39944,321,992,321,992,0,43
엘아이지식산업센터(맞은편),92029,720,236,720,236,0,31
엘지슈퍼,39457,1236,2129,1236,2129,0,112
엠파크타워,42025,4311,4641,4311,4641,0,298
엠파크타워,42026,5011,4713,5008,4713,3,324
여고입구,90232,524,511,505,511,19,34
여고입구,90233,1309,727,1296,727,13,67
여성의광장,38084,4280,4492,4277,4492,3,292
여성의광장,38085,4798,5232,4790,5232,8,334
여우고개,43980,8,107,8,107,0,3
여우고개,43981,79,70,79,70,0,4
여우별펜션,44142,2,24,2,24,0,0
여우별펜션,44179,11,11,11,11,0,0
여우재,35147,474,347,474,347,0,27
여의도역,19155,648,4,648,4,0,21
여의도역,19156,21,1431,21,1431,0,48
여의도환승센터,19007,5,600,5,600,0,20
여차리,43424,25,56,23,56,2,2
여차리,43472,50,37,50,37,0,2
여차리회관,43505,70,41,70,41,0,3
여차리회관,43525,49,39,45,39,4,2
역삼역.포스코타워역삼,23288,1254,1197,1254,1197,0,81
연락골,39662,7,39,7,39,0,1
연락골,39665,19,12,19,12,0,1
연리입구,43267,65,1,65,1,0,2
연리입구,43614,0,54,0,54,0,1
연미고개,43198,0,94,0,94,0,3
연미고개,43711,70,0,61,0,9,2
연미정,43193,190,2,179,2,11,6
연미정,43621,1,148,0,148,1,4
연성IC(미정차),70208,4,0,4,0,0,0
연성교회,37278,5793,4671,5777,4671,16,348
연세농장,39851,111,8,111,8,0,3
연세대,39725,4015,9806,4015,9806,0,460
연세대,39861,8705,4225,8705,4225,0,431
연세대송도캠퍼스입구,38489,9319,4803,9319,4803,0,470
연세대앞,22022,16,5,16,5,0,0
연세대학교앞,22058,4766,18,4766,18,0,159
연수1동행정복지센터,38248,243,569,243,569,0,27
연수1동행정복지센터,38251,1286,1219,1286,1219,0,83
연수1차아파트,38187,5642,3150,5640,3150,2,293
연수2차아파트,38195,697,1438,697,1438,0,71
연수3동행정복지센터,38262,1534,636,1534,636,0,72
연수경찰서,38111,3427,2634,3409,2634,18,202
연수고등학교,38104,912,3022,906,3022,6,131
연수구청,38089,9489,4784,9489,4784,0,475
연수구청,38093,4269,11286,4269,11286,0,518
연수구청입구,38095,5944,4775,5944,4775,0,357
연수꿈담도서관,38103,9460,6007,9451,6007,9,515
연수병원,38296,5189,2408,5189,2408,0,253
연수여자고등학교,38092,2718,3796,2716,3796,2,217
연수역,38506,2068,2614,2068,2614,0,156
연수역,38507,1301,2097,1301,2097,0,113
연수역북측입구,38572,1264,2483,1264,2483,0,124
연수역북측입구,38573,1947,2139,1947,2139,0,136
연수우체국,38280,7281,4445,7281,4445,0,390
연수우체국,38314,2451,1032,2451,1032,0,116
연수주공3차아파트,38188,4046,4196,4046,4196,0,274
연수중학교,38194,2009,1634,2009,1634,0,121
연수중학교,38196,1014,1109,1014,1109,0,70
연수초등학교,38290,11285,10072,11285,10072,0,711
연수초등학교,38293,4257,3905,4257,3905,0,272
연수한양1차아파트,38091,2835,5459,2835,5459,0,276
연안동행정복지센터,35063,124,11100,123,11100,1,374
연안부두(신선초등학교),35097,1523,3931,1505,3931,18,181
연안부두로삼거리,35754,2,706,2,706,0,23
연안부두바다쉼터,35049,1041,28,1035,28,6,35
연안부두어시장,35071,116,7965,116,7965,0,269
연안부두어시장,35072,8842,165,8812,165,30,300
연안아파트,35075,10350,1978,10323,1978,27,410
연안아파트,35076,1485,11236,1467,11236,18,424
연안여객터미널,35057,7494,55,7446,55,48,251
연안여객터미널,35061,41,5328,39,5328,2,178
연안여객터미널,90115,71,67,69,67,2,4
연안여객터미널,90116,43,122,43,122,0,5
연안여객터미널입구,35068,2564,69,2545,69,19,87
연안초등학교,35064,17372,284,17203,284,169,588
연안초등학교,35067,132,12945,129,12945,3,435
연지-기점,90256,3334,3205,3333,3205,1,217
연학초등학교,37137,7683,2136,7683,2136,0,327
연학초등학교,37138,1537,7391,1537,7391,0,297
연합의원,42186,4086,1687,4085,1687,1,192
연화중학교,38117,2673,3292,2673,3292,0,198
연흥아파트,37567,3741,4362,3735,4362,6,270
연흥아파트,37568,2302,7104,2295,7104,7,313
연희공원,42950,63,158,63,158,0,7
연희동광명아파트(사계절썰매장),42314,1815,1823,1811,1823,4,121
연희동광명아파트(사계절썰매장),42599,1349,2171,1343,2171,6,117
연희동행정복지센터,42311,709,1440,707,1440,2,71
연희동행정복지센터,42312,1709,1109,1707,1109,2,93
열우물사거리,40052,11,286,11,286,0,9
열우물전통시장,40028,454,2481,454,2481,0,97
열우물전통시장,40030,1954,492,1954,492,0,81
열우물전통시장입구,40036,2263,459,2263,459,0,90
열우물전통시장입구,40038,399,3665,399,3665,0,135
열우물테니스경기장,40053,3584,3502,3546,3502,38,236
열우물테니스경기장,40054,1046,1177,1046,1177,0,74
열우물테니스경기장,40063,411,1313,411,1313,0,57
열우물테니스경기장,40064,359,678,359,678,0,34
열우물테니스경기장,42023,4181,4676,4161,4676,20,295
열우물테니스경기장,42024,3101,2907,3076,2907,25,200
염전공원,37681,1954,5,1954,5,0,65
영골,43954,6,0,6,0,0,0
영골,43955,0,42,0,42,0,1
영남1단지.고합아파트,70164,211,225,211,225,0,14
영남아파트,37060,4428,3942,4428,3942,0,279
영남아파트,37063,5676,4601,5676,4601,0,342
영남아파트,38203,2500,1434,2500,1434,0,131
영남아파트,38205,1011,2972,1011,2972,0,132
영림몰딩도어,39943,70,181,70,181,0,8
영림산업,39028,711,3995,711,3995,0,156
영림임업,39026,1167,4072,1167,4072,0,174
영사목장 앞,90390,1,22,1,22,0,0
영사목장 앞,90391,1,2,1,2,0,0
영선고등학교,40853,5,1252,5,1252,0,41
영은교회,43037,58,34,58,34,0,3
영은교회,43139,6,110,6,110,0,3
영은슈퍼,89052,8,967,8,967,0,32
영은슈퍼,89064,1084,19,1084,19,0,36
영음교회.효성해링턴플레이스,41422,3030,443,3026,443,4,115
영종KCC스위첸.한양수자인,35449,503,3764,503,3764,0,142
영종KCC스위첸옆문,35755,929,9564,929,9564,0,349
영종KCC스위첸옆문,35756,8634,591,8634,591,0,307
영종LH2단지,35483,1606,1886,1606,1886,0,116
영종LH67단지,35872,892,1306,892,1306,0,73
영종LH67단지,35873,1923,950,1923,950,0,95
영종LH아파트입구,35390,268,143,268,143,0,13
영종e편한세상센텀베뉴·센트럴푸르지오자이,35660,6196,3932,6196,3932,0,337
영종e편한세상센텀베뉴·화성파크드림2차,35886,4298,4708,4298,4708,0,300
영종고등학교,35493,3126,3480,3126,3480,0,220
영종고등학교,35496,2443,2502,2443,2502,0,164
영종공원묘지입구,35626,0,29,0,29,0,0
영종공원묘지입구,35627,15,11,15,11,0,0
영종교회,35306,358,329,358,329,0,22
영종교회,35545,1041,772,1041,772,0,60
영종국제병원,35881,675,2649,675,2649,0,110
영종대교휴게소,42942,1,57,1,57,0,1
영종대교휴게소,42943,37,14,37,14,0,1
영종동행정복지센터,35672,157,260,157,260,0,13
영종동행정복지센터,35673,93,60,93,60,0,5
영종물류고등학교·영종자이아파트,35314,4646,4332,4644,4332,2,299
영종물류고등학교앞·영종자이아파트,35307,6039,4293,6032,4293,7,344
영종버스공영차고지,35837,48,3,48,3,0,1
영종버스공영차고지,35838,2,161,2,161,0,5
영종블루오션,35819,210,168,210,168,0,12
영종블루오션,35820,91,190,91,190,0,9
영종블루오션2차,35876,2833,1945,2833,1945,0,159
영종블루오션2차,35877,2170,3159,2170,3159,0,177
영종선착장입구,35833,4830,3119,4824,3119,6,264
영종선착장입구,35834,32,348,32,348,0,12
영종성당.정도사,35850,29,43,29,43,0,2
영종성당.정도사,35851,4,17,4,17,0,0
영종센트럴푸르지오자이·e편한세상센텀베뉴,35661,6035,4827,6035,4827,0,362
영종소방서,35765,3,61,3,61,0,2
영종아레나,35830,138,4,138,4,0,4
영종아레나,35831,0,207,0,207,0,6
영종역,35566,63705,1763,63695,1763,10,2182
영종역,35567,3890,38840,3881,38840,9,1424
영종역(2번출구),35870,37,2709,35,2709,2,91
영종역(청라행),35620,54,13926,54,13926,0,466
영종역사관,35624,260,199,260,199,0,15
영종역사관,35625,133,253,133,253,0,12
영종유승한내들스카이스테이,35759,2282,804,2282,804,0,102
영종유승한내들스카이스테이,35760,1155,1572,1155,1572,0,90
영종자이아파트,35835,37,160,37,160,0,6
영종자이아파트,35836,448,120,448,120,0,18
영종장로교회,35580,49,106,49,106,0,5
영종장로교회,35581,73,60,72,60,1,4
영종주공7단지,35111,1309,1612,1309,1612,0,97
영종주야간보호센터,35854,10,8,10,8,0,0
영종주야간보호센터,35855,4,0,4,0,0,0
영종중학교,35463,2257,2309,2257,2309,0,152
영종중학교,35464,6032,1708,6031,1708,1,258
영종진공원,35276,1389,571,1389,571,0,65
영종진공원,35279,293,2038,293,2038,0,77
영종풍림아이원1차,35110,42,169,42,169,0,7
영종하늘도서관,35585,1489,902,1489,902,0,79
영종하늘도서관,35586,998,1100,998,1100,0,69
영종화성파크드림2차·e편한세상센텀베뉴,35885,3865,3153,3865,3153,0,233
영종힐스테이트(904동),35880,550,1234,550,1234,0,59
영진아파트,40551,127,577,127,577,0,23
영창한의원,40452,7449,6135,7449,6135,0,452
영풍아파트,36040,9519,2926,9491,2926,28,414
영풍아파트,39546,31,308,30,308,1,11
영흥감리교회입구,44201,36,28,36,28,0,2
영흥공립어린이집,44205,9,12,9,12,0,0
영흥대교입구,44100,0,2,0,2,0,0
영흥대교입구,44180,0,5,0,5,0,0
영흥면사무소,44131,3,18,2,18,1,0
영흥면사무소,44181,8,11,8,11,0,0
영흥버스터미널,44004,4432,3837,4432,3837,0,275
영흥버스터미널,44116,1218,911,1163,911,55,70
영흥빌라,44182,4,0,2,0,2,0
영흥수협공판장입구,44009,407,3,407,3,0,13
영흥수협공판장입구,44010,3,659,3,659,0,22
영흥어린이집,44137,19,34,12,34,7,1
영흥우체국,44107,14,27,14,27,0,1
영흥우체국,44183,26,15,26,15,0,1
영흥종합운동장앞,44120,16,39,16,39,0,1
영흥종합운동장앞,44192,26,1,25,1,1,0
영흥초교입구,44101,7,2,7,2,0,0
영흥초교입구,44184,2,26,2,26,0,0
영흥칼국수,44136,3,7,0,7,3,0
영흥플로레도커피,44144,7,16,7,16,0,0
영흥플로레도커피,44185,4,4,4,4,0,0
예단포,35319,138,365,137,365,1,16
예단포,35395,462,212,460,212,2,22
예단포물양장,35622,186,4,185,4,1,6
예단포물양장,35623,38,178,37,178,1,7
예드림빌라입구,35546,51,12,51,12,0,2
예드림빌라입구,35547,15,61,15,61,0,2
예림임업,39053,22,445,22,445,0,15
예림임업,39054,242,95,242,95,0,11
예비군교육장,41272,904,1693,904,1693,0,86
예비군교육장,41273,2391,3462,2391,3462,0,195
예비군교육장입구,90010,37,1,37,1,0,1
예비군교육장입구,90011,0,33,0,33,0,1
예비군훈련장,43201,178,14,176,14,2,6
예비군훈련장,43315,26,136,26,136,0,5
예송중학교,38592,2241,1639,2241,1639,0,129
예송중학교,38593,2231,2740,2224,2740,7,165
예술회관사거리,37254,3106,6383,3080,6383,26,316
예술회관역,39206,3516,10749,3516,10749,0,475
예술회관역(4번출구),39207,5280,5563,5280,5563,0,361
예원앞,41499,44,170,44,170,0,7
예원앞,41515,76,0,75,0,1,2
옐림교회,40854,5898,5510,5898,5510,0,380
옐림교회앞,35684,19,55,19,55,0,2
옐림교회앞,35694,71,42,70,42,1,3
오공본드,39108,4577,3324,4577,3324,0,263
오관물입구,35860,2,12,2,12,0,0
오두돈대,43361,91,6,84,6,7,3
오두돈대,43536,11,57,11,57,0,2
오두리(넙성입구),43638,16,22,16,22,0,1
오두리(넙성입구),43675,17,42,17,42,0,1
오두리종점,43137,94,28,94,28,0,4
오두리종점,43529,25,101,25,101,0,4
오두마을입구,43557,7,0,7,0,0,0
오두마을입구,43647,0,11,0,11,0,0
오라니마을,80360,90,133,88,133,2,7
오류골,43013,251,89,250,89,1,11
오류골,43014,52,216,52,216,0,8
오류내,43389,5,451,5,451,0,15
오류내,43757,469,18,460,18,9,16
오류동마을,41353,1459,752,1459,752,0,73
오류동마을,41354,918,2771,918,2771,0,122
오류동역입구,89058,1,48,1,48,0,1
오류동역입구,89066,56,382,54,382,2,14
오리정,80125,895,146,895,146,0,34
오리정,80126,152,824,152,824,0,32
오상리고인들,43265,24,7,24,7,0,1
오상리고인들,43379,17,44,17,44,0,2
오상입구,43119,34,13,33,13,1,1
오상입구,43120,3,36,3,36,0,1
오상입구,43390,7,102,7,102,0,3
오상입구,43565,78,13,76,13,2,3
오성교회,43555,35,0,35,0,0,1
오성교회,43853,1,42,1,42,0,1
오성아파트,40480,6099,1887,6095,1887,4,266
오성아파트,40487,1642,4580,1638,4580,4,207
오성아파트,40493,560,1841,560,1841,0,80
오성아파트,40721,199,571,198,571,1,25
오성정밀,39490,396,670,396,670,0,35
오이도역,70031,814,5871,814,5871,0,222
오이도역,70032,5446,785,5446,785,0,207
오정휴먼시아(중),57044,419,2867,419,2867,0,109
오정휴먼시아(중),57045,2866,354,2866,354,0,107
오조산공원,41246,1779,1208,1779,1208,0,99
오조산공원,41249,3463,3379,3443,3379,20,228
오조산공원,41621,24,417,19,417,5,14
옥골.옥토끼우주센터,43033,128,248,128,248,0,12
옥골.옥토끼우주센터,43561,105,61,105,61,0,5
옥골사거리,38731,460,3913,460,3913,0,145
