정류소명,정류소아이디,총승차건수,총하차건수,승차건수(카드),하차건수(카드),승차건수(현금),일평균승하차건수
인천대학교공과대학,38499,435,17066,399,17066,36,583
인천대학교북문,38760,2,1260,2,1260,0,42
인천대학교북문,38750,432,84,432,84,0,17
인천대학교송도캠퍼스,38749,22896,3107,22882,3107,14,866
인천대학교송도캠퍼스,38761,14,8723,14,8723,0,291
인천대학교자연과학대학,38375,249,17142,247,17142,2,579
인천대학교자연과학대학,38378,26346,107,26336,107,10,881
인천마전도서관,42556,17,1048,17,1048,0,35
인천만수고등학교,39680,2301,2558,2301,2558,0,161
인천만수고등학교,39681,3185,2719,3185,2719,0,196
인천미래생활고등학교,40470,4444,4883,4444,4883,0,310
인천미래생활고등학교,40474,5565,5504,5565,5504,0,368
인천미래생활고등학교,40483,1143,2063,1143,2063,0,106
인천미래생활고등학교,55032,3025,1490,3025,1490,0,150
인천박문초등학교,38608,349,202,349,202,0,18
인천박문초등학교,38609,163,461,163,461,0,20
인천보건고등학교,42144,2847,4991,2833,4991,14,261
인천보건고등학교,42146,5982,4034,5947,4034,35,333
인천부흥고등학교,40279,1265,648,1265,648,0,63
인천북항관공선부두,89195,70,1261,70,1261,0,44
인천북항관공선부두,89196,656,42,656,42,0,23
인천북항부두운영시설,42953,1,376,1,376,0,12
인천북항부두운영시설,42959,417,21,417,21,0,14
인천뷰티예술고등학교,38052,3413,3930,3404,3930,9,244
인천뷰티예술고등학교,38053,6430,3023,6423,3023,7,315
인천비즈니스고등학교,37421,3967,4001,3959,4001,8,265
인천비즈니스고등학교,37423,5434,5334,5425,5334,9,358
인천비즈니스고등학교,37614,8210,2561,8205,2561,5,359
인천비지니스고등학교,37615,365,2786,365,2786,0,105
인천상공회의소,92041,53,8,53,8,0,2
인천서곶초등학교,89355,638,2,638,2,0,21
인천서곶초등학교,89358,6,1135,6,1135,0,38
인천서부교육지원청,42336,1115,654,1115,654,0,58
인천서부교육지원청,42337,609,1710,609,1710,0,77
인천서부여성회관,42131,2105,1600,2082,1600,23,123
인천서부여성회관,42134,4485,5211,4467,5211,18,323
인천서창동우체국,39820,5414,10016,5414,10016,0,514
인천서창동우체국,39821,9403,2191,9403,2191,0,386
인천서창중학교,39767,5287,5890,5287,5890,0,372
인천서창중학교,39875,7594,3043,7594,3043,0,354
인천성모병원정문,40844,7694,8328,7677,8328,17,534
인천성모병원정문,40857,8944,6889,8936,6889,8,527
인천성모병원종점지주차장,40919,154,4548,154,4548,0,156
인천성모병원후문,40138,1888,7756,1878,7756,10,321
인천성모병원후문,40139,4733,1982,4733,1982,0,223
인천세관통합검사센터(동측),38774,10,1674,10,1674,0,56
인천세관통합검사센터(동측),38775,502,65,501,65,1,18
인천세관통합검사센터(서측),38772,351,412,346,412,5,25
인천세관통합검사센터(서측),38773,39,935,38,935,1,32
인천세무서후문,36179,16,241,16,241,0,8
인천소방본부,37189,5365,9816,5343,9816,22,506
인천소방본부,37191,14114,5816,14080,5816,34,664
인천소방항공대,35809,192,2,192,2,0,6
인천소방항공대,35810,5,267,5,267,0,9
인천송도꿈유치원,38622,5183,48,5183,48,0,174
인천송도꿈유치원,38623,10,5838,10,5838,0,194
인천송일초등학교,38558,706,1644,703,1644,3,78
인천송일초등학교,38575,1576,1852,1574,1852,2,114
인천수산물센터,35069,7756,7401,7683,7401,73,505
인천스타트업파크,38390,2283,967,2283,967,0,108
인천스타트업파크,38394,1063,3304,1063,3304,0,145
인천시청후문,39290,12495,9498,12490,9498,5,733
인천시청후문,39292,11468,12342,11446,12342,22,793
인천아시아드주경기장(동문),89354,831,15,818,15,13,28
인천아시아드주경기장(동문),89359,99,1125,98,1125,1,40
인천아시아드테니스장,89356,491,22,489,22,2,17
인천아시아드테니스장,89357,7,909,5,909,2,30
인천여객터미널,89155,2,198,2,198,0,6
인천여자고등학교,38287,8673,8125,8673,8125,0,559
인천여자고등학교,38289,5089,4933,5089,4933,0,334
인천여자상업고등학교,35139,307,2256,304,2256,3,85
인천여자상업고등학교·이마트,35141,8720,2591,8710,2591,10,377
인천역(차이나타운),35178,35793,23278,35770,23278,23,1969
인천역(차이나타운),35179,26633,34507,26606,34507,27,2038
인천연세병원,42310,2075,2645,2075,2645,0,157
인천연합의원,42601,2273,3763,2271,3763,2,201
인천영어마을,42454,8839,8577,8839,8577,0,580
인천영어마을,42697,9597,16062,9597,16062,0,855
인천영어마을.파라곤센트럴,89437,7203,1767,7198,1767,5,299
인천영어마을앞,89436,224,1110,204,1110,20,44
인천예림학교(인천성모병원),40819,5124,6292,5124,6292,0,380
인천예림학교(인천성모병원),40820,7156,4294,7156,4294,0,381
인천예술고등학교,39332,965,607,953,607,12,52
인천예술고등학교,39533,551,699,544,699,7,41
인천옹진농협본점,35555,7308,4597,7299,4597,9,396
인천옹진농협본점,35797,1144,2016,1143,2016,1,105
인천용학초등학교,37676,2369,15,2369,15,0,79
인천의료원,36093,544,4607,544,4607,0,171
인천의료원,36107,14723,8974,14715,8974,8,789
인천의료원,36108,8993,12252,8983,12252,10,708
인천의료원,37458,4838,867,4837,867,1,190
인천이음중학교,89456,3306,1058,3306,1058,0,145
인천이음초등학교,89399,3326,943,3326,943,0,142
인천이음초등학교,89400,3889,8332,3889,8332,0,407
인천인력개발원,39071,1610,822,1610,822,0,81
인천인력개발원,39072,581,1949,581,1949,0,84
인천적십자병원(풍림아파트),38240,3683,4981,3683,4981,0,288
인천적십자병원(풍림아파트),38339,5491,4425,5491,4425,0,330
인천정보과학고등학교,35175,2617,3728,2617,3728,0,211
인천정보과학고등학교,35183,5227,2273,5222,2273,5,250
인천정보과학고등학교,35800,16,33,16,33,0,1
인천정보과학고등학교,36002,2518,5070,2500,5070,18,252
인천종합수산물센터,35074,4224,253,4178,253,46,149
인천준법지원센터·미추홀트루엘파크,37147,917,380,917,380,0,43
인천준법지원센터·미추홀트루엘파크,37148,211,1095,211,1095,0,43
인천지방법원,37096,5009,6481,4943,6481,66,383
인천지방법원북부지원입구,89434,623,892,623,892,0,50
인천지방법원북부지원입구,89435,67,2065,67,2065,0,71
인천지방중소기업청입구,39087,2950,1189,2950,1189,0,137
인천체육고등학교,89233,290,316,290,316,0,20
인천체육고등학교입구,89048,20,58,20,58,0,2
인천체육고등학교입구,89049,7,118,7,118,0,4
인천축구전용경기장,36184,68,15,68,15,0,2
인천축구전용경기장,37286,2521,2640,2508,2640,13,172
인천축구전용경기장,37303,3921,1743,3909,1743,12,188
인천축구전용경기장(서희스타힐스),37558,477,2407,475,2407,2,96
인천축산농협,40454,389,747,389,747,0,37
인천축산물시장,42010,1257,1042,1257,1042,0,76
인천축산물시장,42011,804,1119,804,1119,0,64
인천출입국·외국인청,35127,14775,1724,14753,1724,22,549
인천출입국·외국인청,35129,1141,12031,1130,12031,11,439
인천터미널,37215,2063,87,2063,87,0,71
인천터미널사거리입구,39194,1197,4852,1197,4852,0,201
인천터미널역,37648,517,23,517,23,0,18
인천테크노밸리U1센터,40605,5618,7687,5616,7687,2,443
인천테크노밸리U1센터,40607,9062,5776,9062,5776,0,494
인천포스코고등학교,38758,3,940,3,940,0,31
인천포스코고등학교,38759,501,6,501,6,0,16
인천푸른빛유치원,89376,1522,94,1522,94,0,53
인천푸른빛유치원,89377,232,1479,232,1479,0,57
인천항신국제여객터미널,38652,2610,726,2604,726,6,111
인천항신국제여객터미널(하행),38662,980,1988,978,1988,2,98
인천해든초등학교,89410,4832,3141,4832,3141,0,265
인천해든초등학교,89411,4241,2784,4241,2784,0,234
인천해양과학고,38120,2122,1438,2122,1438,0,118
인천해양과학고,38566,633,730,633,730,0,45
인천향교.인천도호부청사,37124,5254,11240,5249,11240,5,549
인천향교.인천도호부청사,37125,7564,1766,7530,1766,34,311
인천향교유림회관,37059,13038,4381,13038,4381,0,580
인천향교유림회관,37062,8525,13911,8525,13911,0,747
인천환경공단입구,42930,272,161,272,161,0,14
인천힘찬종합병원,39628,6007,4023,6005,4023,2,334
인천힘찬종합병원,39629,4496,4705,4489,4705,7,306
인평자동차고,40149,16263,19417,16263,19417,0,1189
인평자동차고,40151,1346,839,1346,839,0,72
인평자동차고,40152,439,1099,439,1099,0,51
인평자동차고,40787,20499,12502,20496,12502,3,1100
인하국제의료센터,35643,0,3,0,3,0,0
인하대병원,35119,5911,3122,5890,3122,21,301
인하대병원,35121,3694,1668,3683,1668,11,178
인하대병원,35486,6251,6482,6251,6482,0,424
인하대병원입구,35846,7511,12796,7463,12796,48,676
인하대역,37596,15,7709,15,7709,0,257
인하대역(1번출구),37066,74756,77463,74689,77463,67,5073
인하대역(7번출구),37091,103436,72798,103399,72798,37,5874
인하대역3번출구,37127,4252,21822,4249,21822,3,869
인하대역4번출구,37122,16587,6215,16577,6215,10,760
인하대정문,37099,21898,10220,21885,10220,13,1070
인하대정문,37104,10864,22925,10855,22925,9,1126
인하대후문,37165,60299,4139,60299,4139,0,2147
인하대후문,37166,1778,1414,1778,1414,0,106
인하대후문,37167,11683,66540,11680,66540,3,2607
인향아파트,40557,7695,551,7695,551,0,274
인향아파트,40559,513,6470,513,6470,0,232
인향아파트,41464,2841,138,2822,138,19,99
인향아파트,41465,27,5986,18,5986,9,200
인혜학교후문(원욱그린타운),41473,1398,945,1398,945,0,78
인혜학교후문(원욱그린타운),41518,801,3587,801,3587,0,146
인화1리마을회관,90210,15,5,15,5,0,0
인화1리마을회관,90211,15,18,15,18,0,1
인화리종점,43473,85,40,70,40,15,4
인화리종점,43945,1,1,0,1,1,0
인화성입구,90063,5,33,1,33,4,1
인화성입구,90064,14,2,7,2,7,0
인화여고,37547,5157,4381,5149,4381,8,317
인화여고,37548,8718,13744,8713,13744,5,748
일신동행정복지센터,40200,6378,3613,6361,3613,17,333
일신동행정복지센터,40205,70,2037,67,2037,3,70
일신동행정복지센터,40220,2749,2813,2749,2813,0,185
일신시장,40207,3955,4929,3954,4929,1,296
일신시장,40210,4112,2478,4107,2478,5,219
일신주공,40866,484,1040,484,1040,0,50
일신주공109동,40868,6369,4005,6369,4005,0,345
임광그대가.서창자이아파트,39514,3423,1633,3423,1633,0,168
임광그대가.서창자이아파트,39515,218,3961,218,3961,0,139
임광그대가103동,92025,3644,3284,3644,3284,0,230
임송촌,43423,19,6,19,6,0,0
임송촌,43802,95,123,90,123,5,7
임학사거리,41283,618,2091,618,2091,0,90
임학역,41290,14574,21731,14574,21731,0,1210
임학역,41292,22817,13692,22817,13692,0,1216
임학지하차도앞사거리,41287,27,3480,27,3480,0,116
임학지하차도앞사거리,41288,2430,7,2430,7,0,81
입구지,35300,44,2,44,2,0,1
입구지,35751,7,38,7,38,0,1
입구지입구,35477,21,93,21,93,0,3
입구지입구,35478,91,10,91,10,0,3
자동차매매단지,11020,240,637,240,637,0,29
자동차매매단지,11021,552,217,552,217,0,25
자동차매매단지,36094,330,4904,330,4904,0,174
자동차매매단지,37459,3828,323,3825,323,3,138
자연사박물관,43451,1,2,1,2,0,0
자연사박물관,43667,35,6,35,6,0,1
자이금호힐스테이트,42849,428,4713,426,4713,2,171
자이금호힐스테이트,42850,3531,455,3529,455,2,132
자이더테라스1단지,89297,1307,353,1307,353,0,55
자이더테라스1단지,89298,447,1341,447,1341,0,59
자이더테라스2단지,42864,1752,2387,1752,2387,0,137
자이더테라스2단지,42871,2657,1312,2657,1312,0,132
자이더테라스2단지(209동),89460,630,1067,629,1067,1,56
자이더테라스2단지(209동),89495,76,740,76,740,0,27
작은구월사거리,39239,5313,5882,5312,5882,1,373
작은구월사거리,39240,6453,6482,6444,6482,9,431
작전1동주민센터,41113,15678,8486,15667,8486,11,805
작전동삼성홈플러스,41044,15929,27825,15902,27825,27,1458
작전동삼성홈플러스,41050,17399,8740,17338,8740,61,871
작전동풍림아파트,41090,183,1048,183,1048,0,41
작전서운동행정복지센터,41103,483,2338,483,2338,0,94
작전서운동행정복지센터,41104,2597,442,2597,442,0,101
작전역,41561,9250,6892,9250,6892,0,538
작전역,41562,7758,8907,7758,8907,0,555
작전역 서해그랑블,41047,2648,2293,2643,2293,5,164
작전역 서해그랑블,41414,1108,3058,1108,3058,0,138
작전역1번출구,41095,13081,15509,13080,15509,1,953
작전역2번출구,41092,5001,6930,5001,6930,0,397
작전역3번출구,41076,9638,4665,9632,4665,6,476
작전역4번출구,41062,14497,29784,14463,29784,34,1476
작전역5번출구,41057,56385,33189,56336,33189,49,2985
작전역6번출구,41433,4322,26697,4322,26697,0,1033
작전역7번출구,41401,22555,6137,22555,6137,0,956
작전역8번출구,41093,11090,11419,11090,11419,0,750
작전중고.여고앞,41116,3260,3222,3235,3222,25,216
작전초등학교,41127,2929,2924,2918,2924,11,195
작전초등학교,41128,3161,2531,3145,2531,16,189
작전풍림아파트,41080,944,5725,944,5725,0,222
작전풍림아파트,41091,7594,2774,7594,2774,0,345
잔다리삼거리,35519,82,37,78,37,4,3
잔다리삼거리,35559,41,36,40,36,1,2
잔다리삼거리,35856,5,43,5,43,0,1
잔다리삼거리,35857,40,4,40,4,0,1
잔다리새마을,35866,23,68,23,68,0,3
잔다리새마을,35867,32,144,32,144,0,5
잔솔밭,43943,32,36,30,36,2,2
잔솔밭,43944,38,16,37,16,1,1
잠진도삼거리,35743,84,28,84,28,0,3
잠진도삼거리,35744,2,168,2,168,0,5
잠진도입구,35749,31,94,30,94,1,4
잠진도입구,35750,71,47,71,47,0,3
장경리공영주차장,44141,13,22,13,22,0,1
장경리공영주차장,44190,27,13,27,13,0,1
장경리해수욕장,44092,13,31,13,31,0,1
장경리해수욕장,44191,14,7,14,7,0,0
장곡.고촌고등학교,80066,303,145,303,145,0,14
장곡.고촌고등학교,80288,46,43,46,43,0,2
장곶돈대,43931,64,5,64,5,0,2
장곶돈대,43932,10,23,10,23,0,1
장곶횟집,43118,9,4,9,4,0,0
장곶횟집,43478,2,17,2,17,0,0
장구란,90349,1,5,1,5,0,0
장구란,90354,4,2,4,2,0,0
장기동,41345,657,48,657,48,0,23
장기동,41346,25,2740,25,2740,0,92
장기동,41347,3415,16187,3415,16187,0,653
장기동,41348,18957,3811,18957,3811,0,758
장도초등학교,39127,402,575,402,575,0,32
장도초등학교,39129,2022,798,2022,798,0,94
장릉입구,80046,31,158,31,158,0,6
장릉입구,80047,233,9,233,9,0,8
장미아파트,37044,6635,9106,6635,9106,0,524
장미아파트,37092,23178,10294,23119,10294,59,1115
장미아파트,37094,10660,17185,10637,17185,23,928
장미아파트(19동)앞,37474,3969,2991,3969,2991,0,232
장미아파트(19동)앞,37540,2841,5520,2836,5520,5,278
장서초등학교,39965,3807,632,3807,632,0,147
장서초등학교,39966,1021,5365,1021,5365,0,212
장수.서창동행정복지센터,39580,4579,8742,4579,8742,0,444
장수.서창동행정복지센터,39581,8575,2063,8575,2063,0,354
장수공영차고지,39566,2840,525,2436,525,404,112
장수공영차고지,92064,216,457,20,457,196,22
장수교,39336,893,777,893,777,0,55
장수교(서창동입구),39337,519,1454,519,1454,0,65
장수동,39373,971,2962,971,2962,0,131
장수동,39391,1295,1792,1295,1792,0,102
장수동,39393,7098,7438,7098,7438,0,484
장수빌라,39577,868,2130,868,2130,0,99
장수사거리,39389,15197,4763,15197,4763,0,665
장수사거리,39397,264,4420,264,4420,0,156
장수사거리,39501,3634,8611,3634,8611,0,408
장수사거리,39542,6761,545,6761,545,0,243
장수주공(청소년수련원),39417,74,4017,74,4017,0,136
장수주공(청소년수련원),39424,5423,150,5423,150,0,185
장수초등학교,39342,2750,1713,2750,1713,0,148
장수초등학교,39352,856,2157,856,2157,0,100
장수파출소,39543,335,1440,335,1440,0,59
장승마루,90028,0,21,0,21,0,0
장승마루,90029,11,0,11,0,0,0
장승마을,43200,0,66,0,66,0,2
장승마을,43714,106,0,97,0,9,3
장승백이시장,39280,3818,1591,3818,1591,0,180
장승백이시장,39282,627,3905,627,3905,0,151
장아초등학교,39873,1272,545,1271,545,1,60
장아초등학교,39874,173,1690,173,1690,0,62
장안,43418,19,34,19,34,0,1
장안,43445,53,36,53,36,0,2
장안마을,43133,15,1,15,1,0,0
장안마을,43855,0,5,0,5,0,0
장안말(구초지분교)입구,90083,82,125,82,125,0,6
장안말(구초지분교)입구,90084,111,174,111,174,0,9
장안말(온천스파),43144,30,12,30,12,0,1
장안말(온천스파),43253,41,4,41,4,0,1
장안말(온천스파),43892,6,15,6,15,0,0
장안사거리,37285,16026,3476,16017,3476,9,650
장안사거리,37295,4731,18206,4725,18206,6,764
장안촌동쪽,43933,0,33,0,33,0,1
장암마을,90155,107,61,106,61,1,5
장암마을,90156,18,33,17,33,1,1
장애인복지관,37249,2635,2832,2632,2832,3,182
장애인종합복지관,43320,3,0,3,0,0,0
장애인종합복지관,43627,1,5,1,5,0,0
장인가구,39706,246,209,246,209,0,15
장자말,43142,19,40,19,40,0,1
장자말,43257,67,0,66,0,1,2
장자촌,43141,35,0,35,0,0,1
장자촌,43255,0,1,0,1,0,0
장전,43415,39,10,39,10,0,1
장전,43500,3,18,3,18,0,0
장정2리마을회관,43665,1,118,1,118,0,3
장정2리마을회관,43693,168,1,166,1,2,5
장지포,90238,1,21,1,21,0,0
장지포,90239,18,12,17,12,1,1
장천사거리,37282,2056,2433,2056,2433,0,149
장천사거리,37610,236,1291,236,1291,0,50
장천사거리,37651,446,1406,446,1406,0,61
장촌길 입구,90379,11,13,11,13,0,0
장촌길 입구,90382,6,2,6,2,0,0
장촌마을,35475,189,20,189,20,0,6
장촌마을,35476,19,191,19,191,0,7
장촌빌라,35321,196,21,194,21,2,7
장촌빌라,35397,4,137,4,137,0,4
장하,43184,9,40,9,40,0,1
장하,43204,55,9,55,9,0,2
장화교회앞,43121,45,41,44,41,1,2
장화교회앞,43539,39,37,32,37,7,2
장화리학생수련원,43426,61,63,61,63,0,4
장화리학생수련원,43474,35,38,35,38,0,2
장흥낚시터,43211,3,9,3,9,0,0
장흥낚시터,43890,3,4,3,4,0,0
장흥리종점,43643,17,38,16,38,1,1
장흥리종점,43888,33,16,32,16,1,1
장흥매점,43641,7,2,7,2,0,0
장흥매점,43891,2,2,2,2,0,0
장흥삼거리,43153,69,4,69,4,0,2
장흥삼거리,43881,14,84,13,84,1,3
장흥저수지(성공회.해든뮤지움),90081,259,232,259,232,0,16
장흥저수지(성공회.해든뮤지움),90082,111,187,111,187,0,9
재능대·한국외대 송도캠퍼스,38754,101,0,101,0,0,3
재능대·한국외대 송도캠퍼스,38755,36,2573,36,2573,0,86
재능대학교서문,36058,21130,26764,21088,26764,42,1596
재능대학교서문,36119,13380,13720,13345,13720,35,903
재활용품수집장,43165,4,10,4,10,0,0
저수지관리소,43264,32,2,32,2,0,1
저수지휴게소,43567,17,50,17,50,0,2
저수지휴게소,43763,1,1,1,1,0,0
적두마을(월곳교회),43190,52,0,50,0,2,1
적두마을(월곳교회),43709,0,51,0,51,0,1
적석사입구,43348,6,137,5,137,1,4
적석사입구,43847,232,9,229,9,3,8
전동교회,35199,7347,4877,7347,4877,0,407
전동교회,35200,2655,7949,2655,7949,0,353
전득이고개입구,90187,7,22,7,22,0,0
전득이고개입구,90188,15,58,13,58,2,2
전들,43477,63,0,63,0,0,2
전들,43835,0,65,0,65,0,2
전등사남문,43515,180,339,180,339,0,17
전등사남문,43893,323,120,321,120,2,14
전등사동문,43521,181,780,179,780,2,32
전등사동문,43895,583,333,581,333,2,30
전소,35231,6806,5170,6792,5170,14,399
전소,35232,6268,6332,6263,6332,5,420
전원미술관앞,43387,327,14,321,14,6,11
전원미술관앞,43810,4,363,4,363,0,12
전인연립(종점),40132,108,380,108,380,0,16
절아래,90401,14,22,12,22,2,1
절아래,90402,43,12,42,12,1,1
점촌,43414,43,4,35,4,8,1
점촌,43806,1,50,1,50,0,1
젓개마을,35828,4,124,3,124,1,4
젓개마을,35829,6,4,6,4,0,0
젓개마을입구,35322,3,2,3,2,0,0
젓개마을입구,35398,2,0,2,0,0,0
정광아파트(병무청),37008,4664,24,4664,24,0,156
정광아파트(병무청),37009,4,5141,4,5141,0,171
정광아파트.만수주공11단지,39476,7207,7526,7200,7526,7,491
정광아파트.만수주공11단지,39477,7472,4836,7467,4836,5,410
정기무역,35083,1560,177,1535,177,25,57
정다운그린빌,92024,1977,3660,1977,3660,0,187
정든마을아파트,40055,2483,3900,2483,3900,0,212
정든마을아파트,40057,4786,2183,4786,2183,0,232
정병원,40413,5021,4507,5021,4507,0,317
정부인천지방합동청사,37386,37292,16420,37278,16420,14,1790
정부인천지방합동청사,37388,27380,33505,27340,33505,40,2029
정비단지,37005,2378,1807,2378,1807,0,139
정비단지,37006,924,2523,924,2523,0,114
정서진삼거리,89234,2,395,2,395,0,13
정석항공과학고,37168,27568,5565,27560,5565,8,1104
정석항공과학고,37170,8803,30750,8797,30750,6,1318
정수사입구,43404,49,21,49,21,0,2
정수사입구,43436,13,33,13,33,0,1
정하,43183,32,1,32,1,0,1
정하,43208,1,13,1,13,0,0
제물포시장,37310,780,614,780,614,0,46
제물포시장,37311,780,943,780,943,0,57
제물포여자중학교,37288,3929,2151,3929,2151,0,202
제물포여자중학교,37290,5952,5254,5942,5254,10,373
제물포여자중학교,37298,8377,10227,8377,10227,0,620
제물포역,37355,57783,36518,57754,36518,29,3143
제물포역,37364,34286,22663,34258,22663,28,1898
제물포역,37496,35922,43476,35910,43476,12,2646
제물포역,37498,21828,6521,21828,6521,0,944
제물포역,37502,31811,41803,31795,41803,16,2453
제물포역(동양빌딩),37339,1187,5611,1187,5611,0,226
제물포중학교,42064,2521,2797,2521,2797,0,177
제물포중학교,42065,2820,1726,2820,1726,0,151
제운사거리(청년창업특화거리),37175,3679,5636,3675,5636,4,310
제운사거리(청년창업특화거리),37534,5199,6235,5181,6235,18,381
제일시장,37316,7173,6284,7173,6284,0,448
제일시장,37329,10406,11426,10399,11426,7,727
제일시장사거리,37667,1118,771,1118,771,0,62
제일주유소,57020,2227,1235,2227,1235,0,115
제일주유소,57021,734,3485,734,3485,0,140
제일풍경채,42833,3626,3648,3626,3648,0,242
제일풍경채1차정문앞,89350,1715,1634,1715,1634,0,111
제일풍경채2차,89349,21,170,21,170,0,6
제일풍경채2차321동앞,42866,3181,1266,3181,1266,0,148
제일풍경채2차321동앞,42873,312,1192,312,1192,0,50
제일풍경채2차323동앞,42891,6552,6504,6549,6504,3,435
제일풍경채2차331동앞,42989,1949,3391,1949,3391,0,178
제적봉앞마을,90060,0,4,0,4,0,0
제적봉앞마을,90061,1,0,1,0,0,0
제적봉입구,43654,5,33,5,33,0,1
제적봉입구,43686,1,6,1,6,0,0
조광교회입구,43533,4,0,4,0,0,0
조광교회입구,43868,0,28,0,28,0,0
조달청(한양2차아파트),37511,6822,14926,6800,14926,22,724
조달청비축기지,35114,1541,5150,1535,5150,6,223
조달청비축기지,35115,3213,1791,3201,1791,12,166
조동초등학교,39464,2789,1725,2789,1725,0,150
조동초등학교,39465,15,1266,15,1266,0,42
조리미입구,80068,1477,46,1477,46,0,50
조리미입구,80069,46,1357,46,1357,0,46
조바위,90350,3,37,3,37,0,1
조바위,90351,39,3,39,3,0,1
조산,43192,11,116,11,116,0,4
조산,43334,123,11,118,11,5,4
조산교회,43172,5,34,5,34,0,1
조산교회,43338,101,6,100,6,1,3
조산초등학교,43189,28,304,28,304,0,11
조산초등학교,43593,283,6,273,6,10,9
종갱이,43180,46,157,45,157,1,6
종갱이,43288,115,40,112,40,3,5
종근당,40002,260,15,260,15,0,9
종근당,40005,8,778,8,778,0,26
종근당.충정로역,11002,227,8243,227,8243,0,282
종로약국,57005,733,1077,733,1077,0,60
종로약국,57007,1870,769,1869,769,1,87
종생마을,80161,975,134,970,134,5,36
종생마을,80162,170,1390,164,1390,6,52
종점(병무청),37014,2435,3227,2435,3227,0,188
종합터미널,37242,44869,21731,44836,21731,33,2220
종합터미널,39177,14350,38639,14350,38639,0,1766
종현동정보화마을,62043,36,158,36,158,0,6
종현동정보화마을,62044,125,25,125,25,0,5
좌동교차로,89371,4,112,4,112,0,3
좌동마을,42452,204,75,204,75,0,9
좌동마을,89253,108,244,108,244,0,11
좌동마을입구,42456,24,111,24,111,0,4
좌동마을입구,42928,212,45,211,45,1,8
주거단지,35118,477,380,477,380,0,28
주거단지,35120,253,827,253,827,0,36
주공12단지,35082,853,249,853,249,0,36
주공12단지,35084,503,414,503,414,0,30
주공6단지후문,40453,4654,2606,4654,2606,0,242
주공뜨란채아파트,40708,3334,3088,3334,3088,0,214
주공뜨란채아파트,40803,3797,3031,3797,3031,0,227
주공아파트,40867,442,866,442,866,0,43
주물단지,42291,1502,3755,1502,3755,0,175
주안1동행정복지센터,37385,5567,6952,5567,6952,0,417
주안2동치안센터,37302,6957,5069,6957,5069,0,400
주안4동행정복지센터,37333,150,210,149,210,1,12
주안4동행정복지센터,37335,45,429,45,429,0,15
주안5동행정복지센터,37526,722,1007,722,1007,0,57
주안7동행정복지센터,37214,19882,20947,19835,20947,47,1360
주안7동행정복지센터,37216,24348,17641,24292,17641,56,1399
주안국가산단역,37583,6992,825,6992,825,0,260
주안국가산단역,37584,35,2232,35,2232,0,75
주안남초등학교,37283,7945,8782,7945,8782,0,557
주안남초등학교,37284,11827,4669,11827,4669,0,549
주안도서관,37341,594,378,594,378,0,32
주안도서관,37342,494,511,493,511,1,33
주안매매단지,37586,277,271,277,271,0,18
주안북부역,37418,18925,13457,18925,13457,0,1079
주안북부역,37420,17514,12889,17514,12889,0,1013
주안북초등학교,37417,4440,7882,4440,7882,0,410
주안사거리,37330,18396,12066,18367,12066,29,1015
주안사거리,37514,3131,10035,3131,10035,0,438
주안시범공단,39927,265,465,265,465,0,24
주안아파트,37207,872,2384,867,2384,5,108
주안아파트,37209,1319,1289,1309,1289,10,86
주안역,37387,84862,30933,84812,30933,50,3859
주안역,37389,20269,78723,20265,78723,4,3299
주안역,37402,846,3805,846,3805,0,155
주안역,37506,25019,17164,24961,17164,58,1406
주안역센트레빌아파트,37430,8136,9598,8136,9598,0,591
주안역센트레빌아파트정문,37490,686,922,686,922,0,53
주안역환승정류장,37503,97424,72030,97424,72030,0,5648
주안역환승정류장,37617,141051,117034,141051,117034,0,8602
주안파크자이더플래티넘아파트,37201,19931,10249,19870,10249,61,1006
주안파크자이더플래티넘아파트,37204,10213,20209,10156,20209,57,1014
주안현대아파트,37358,18088,16486,18058,16486,30,1152
주원고개,39377,1211,3714,1205,3714,6,164
주원고개,39396,3625,9124,3620,9124,5,424
주적골,39510,562,1943,558,1943,4,83
주적골,39608,640,955,640,955,0,53
주택마을,90230,9,139,9,139,0,4
중고등학교,44106,50,79,30,79,20,4
중고등학교,44193,236,16,214,16,22,8
중고차매매단지엠파크허브,42038,398,693,398,693,0,36
중곡고개,43935,16,0,15,0,1,0
중구노인복지회관,35151,12974,10914,12964,10914,10,796
중구노인복지회관,35152,13248,12690,13241,12690,7,864
중구문화회관,35466,2,727,2,727,0,24
중구문화회관,35467,1878,439,1874,439,4,77
중구청,35157,2591,1263,2589,1263,2,128
중구청,35159,793,2860,793,2860,0,121
중구청소년수련관.하늘중학교,35824,2786,893,2786,893,0,122
중독고개,43936,25,46,25,46,0,2
중박골입구,44123,5,10,5,10,0,0
중박골입구,44194,21,0,17,0,4,0
중봉로교차로,89420,1544,2174,1544,2174,0,123
중봉로교차로,89421,1318,706,1318,706,0,67
중부고용노동청(인천고용센터),39222,707,627,706,627,1,44
중부고용노동청(인천고용센터),39223,564,519,563,519,1,36
중산고등학교,35868,540,627,540,627,0,38
중산고등학교,35869,1305,1487,1305,1487,0,93
중산교차로,35652,807,544,807,544,0,45
중산교차로,35653,456,3005,456,3005,0,115
중산동,35305,2011,580,2011,580,0,86
중산동(까치빌라앞),35247,434,732,434,732,0,38
중산동(중촌),35272,667,1548,667,1548,0,73
중산동(중촌),35278,23,280,23,280,0,10
